"Date","sulfate","nitrate","ID"
"2004-01-01",NA,NA,12
"2004-01-02",NA,NA,12
"2004-01-03",NA,NA,12
"2004-01-04",NA,NA,12
"2004-01-05",NA,NA,12
"2004-01-06",NA,NA,12
"2004-01-07",NA,NA,12
"2004-01-08",NA,NA,12
"2004-01-09",NA,NA,12
"2004-01-10",NA,NA,12
"2004-01-11",NA,NA,12
"2004-01-12",NA,NA,12
"2004-01-13",NA,NA,12
"2004-01-14",NA,NA,12
"2004-01-15",NA,NA,12
"2004-01-16",NA,NA,12
"2004-01-17",NA,NA,12
"2004-01-18",NA,NA,12
"2004-01-19",NA,NA,12
"2004-01-20",NA,NA,12
"2004-01-21",NA,NA,12
"2004-01-22",NA,NA,12
"2004-01-23",NA,NA,12
"2004-01-24",NA,NA,12
"2004-01-25",NA,NA,12
"2004-01-26",NA,NA,12
"2004-01-27",NA,NA,12
"2004-01-28",NA,NA,12
"2004-01-29",NA,NA,12
"2004-01-30",NA,NA,12
"2004-01-31",NA,NA,12
"2004-02-01",NA,NA,12
"2004-02-02",NA,NA,12
"2004-02-03",NA,NA,12
"2004-02-04",NA,NA,12
"2004-02-05",NA,NA,12
"2004-02-06",NA,NA,12
"2004-02-07",NA,NA,12
"2004-02-08",NA,NA,12
"2004-02-09",NA,NA,12
"2004-02-10",NA,NA,12
"2004-02-11",NA,NA,12
"2004-02-12",NA,NA,12
"2004-02-13",NA,NA,12
"2004-02-14",NA,NA,12
"2004-02-15",NA,NA,12
"2004-02-16",NA,NA,12
"2004-02-17",NA,NA,12
"2004-02-18",NA,NA,12
"2004-02-19",NA,NA,12
"2004-02-20",NA,NA,12
"2004-02-21",NA,NA,12
"2004-02-22",NA,NA,12
"2004-02-23",NA,NA,12
"2004-02-24",NA,NA,12
"2004-02-25",NA,NA,12
"2004-02-26",NA,NA,12
"2004-02-27",NA,NA,12
"2004-02-28",NA,NA,12
"2004-02-29",NA,NA,12
"2004-03-01",NA,NA,12
"2004-03-02",NA,NA,12
"2004-03-03",NA,NA,12
"2004-03-04",NA,NA,12
"2004-03-05",NA,NA,12
"2004-03-06",NA,NA,12
"2004-03-07",NA,NA,12
"2004-03-08",NA,NA,12
"2004-03-09",NA,NA,12
"2004-03-10",NA,NA,12
"2004-03-11",NA,NA,12
"2004-03-12",NA,NA,12
"2004-03-13",NA,NA,12
"2004-03-14",NA,NA,12
"2004-03-15",NA,NA,12
"2004-03-16",NA,NA,12
"2004-03-17",NA,NA,12
"2004-03-18",NA,NA,12
"2004-03-19",NA,NA,12
"2004-03-20",NA,NA,12
"2004-03-21",NA,NA,12
"2004-03-22",NA,NA,12
"2004-03-23",NA,NA,12
"2004-03-24",NA,NA,12
"2004-03-25",NA,NA,12
"2004-03-26",NA,NA,12
"2004-03-27",NA,NA,12
"2004-03-28",0.0353,0.0598,12
"2004-03-29",NA,NA,12
"2004-03-30",NA,NA,12
"2004-03-31",NA,NA,12
"2004-04-01",NA,NA,12
"2004-04-02",NA,NA,12
"2004-04-03",NA,NA,12
"2004-04-04",NA,NA,12
"2004-04-05",NA,NA,12
"2004-04-06",NA,NA,12
"2004-04-07",NA,NA,12
"2004-04-08",NA,NA,12
"2004-04-09",1.33,0.95,12
"2004-04-10",NA,NA,12
"2004-04-11",NA,NA,12
"2004-04-12",NA,NA,12
"2004-04-13",NA,NA,12
"2004-04-14",NA,NA,12
"2004-04-15",1.29,0.255,12
"2004-04-16",NA,NA,12
"2004-04-17",NA,NA,12
"2004-04-18",NA,NA,12
"2004-04-19",NA,NA,12
"2004-04-20",NA,NA,12
"2004-04-21",1.94,0.853,12
"2004-04-22",NA,NA,12
"2004-04-23",NA,NA,12
"2004-04-24",NA,NA,12
"2004-04-25",NA,NA,12
"2004-04-26",NA,NA,12
"2004-04-27",1.83,0.348,12
"2004-04-28",NA,NA,12
"2004-04-29",NA,NA,12
"2004-04-30",NA,NA,12
"2004-05-01",NA,NA,12
"2004-05-02",NA,NA,12
"2004-05-03",1.16,0.275,12
"2004-05-04",NA,NA,12
"2004-05-05",NA,NA,12
"2004-05-06",NA,NA,12
"2004-05-07",NA,NA,12
"2004-05-08",NA,NA,12
"2004-05-09",1.65,0.438,12
"2004-05-10",NA,NA,12
"2004-05-11",NA,NA,12
"2004-05-12",NA,NA,12
"2004-05-13",NA,NA,12
"2004-05-14",NA,NA,12
"2004-05-15",1.26,0.486,12
"2004-05-16",NA,NA,12
"2004-05-17",NA,NA,12
"2004-05-18",NA,NA,12
"2004-05-19",NA,NA,12
"2004-05-20",NA,NA,12
"2004-05-21",0.804,0.383,12
"2004-05-22",NA,NA,12
"2004-05-23",NA,NA,12
"2004-05-24",NA,NA,12
"2004-05-25",NA,NA,12
"2004-05-26",NA,NA,12
"2004-05-27",1.34,0.692,12
"2004-05-28",NA,NA,12
"2004-05-29",NA,NA,12
"2004-05-30",NA,NA,12
"2004-05-31",NA,NA,12
"2004-06-01",NA,NA,12
"2004-06-02",1.35,0.446,12
"2004-06-03",NA,NA,12
"2004-06-04",NA,NA,12
"2004-06-05",NA,NA,12
"2004-06-06",NA,NA,12
"2004-06-07",NA,NA,12
"2004-06-08",1.04,0.422,12
"2004-06-09",NA,NA,12
"2004-06-10",NA,NA,12
"2004-06-11",NA,NA,12
"2004-06-12",NA,NA,12
"2004-06-13",NA,NA,12
"2004-06-14",1.28,0.307,12
"2004-06-15",NA,NA,12
"2004-06-16",NA,NA,12
"2004-06-17",NA,NA,12
"2004-06-18",NA,NA,12
"2004-06-19",NA,NA,12
"2004-06-20",0.561,0.184,12
"2004-06-21",NA,NA,12
"2004-06-22",NA,NA,12
"2004-06-23",NA,NA,12
"2004-06-24",NA,NA,12
"2004-06-25",NA,NA,12
"2004-06-26",1.15,0.36,12
"2004-06-27",NA,NA,12
"2004-06-28",NA,NA,12
"2004-06-29",NA,NA,12
"2004-06-30",NA,NA,12
"2004-07-01",NA,NA,12
"2004-07-02",0.532,0.196,12
"2004-07-03",NA,NA,12
"2004-07-04",NA,NA,12
"2004-07-05",NA,NA,12
"2004-07-06",NA,NA,12
"2004-07-07",NA,NA,12
"2004-07-08",NA,NA,12
"2004-07-09",NA,NA,12
"2004-07-10",NA,NA,12
"2004-07-11",NA,NA,12
"2004-07-12",NA,NA,12
"2004-07-13",NA,NA,12
"2004-07-14",1.19,0.957,12
"2004-07-15",NA,NA,12
"2004-07-16",NA,NA,12
"2004-07-17",NA,NA,12
"2004-07-18",NA,NA,12
"2004-07-19",NA,NA,12
"2004-07-20",1.6,0.459,12
"2004-07-21",NA,NA,12
"2004-07-22",NA,NA,12
"2004-07-23",NA,NA,12
"2004-07-24",NA,NA,12
"2004-07-25",NA,NA,12
"2004-07-26",0.973,0.325,12
"2004-07-27",NA,NA,12
"2004-07-28",NA,NA,12
"2004-07-29",NA,NA,12
"2004-07-30",NA,NA,12
"2004-07-31",NA,NA,12
"2004-08-01",1.57,0.366,12
"2004-08-02",NA,NA,12
"2004-08-03",NA,NA,12
"2004-08-04",NA,NA,12
"2004-08-05",NA,NA,12
"2004-08-06",NA,NA,12
"2004-08-07",NA,NA,12
"2004-08-08",NA,NA,12
"2004-08-09",NA,NA,12
"2004-08-10",NA,NA,12
"2004-08-11",NA,NA,12
"2004-08-12",NA,NA,12
"2004-08-13",1.22,0.337,12
"2004-08-14",NA,NA,12
"2004-08-15",NA,NA,12
"2004-08-16",NA,NA,12
"2004-08-17",NA,NA,12
"2004-08-18",NA,NA,12
"2004-08-19",1.04,0.337,12
"2004-08-20",NA,NA,12
"2004-08-21",NA,NA,12
"2004-08-22",NA,NA,12
"2004-08-23",NA,NA,12
"2004-08-24",NA,NA,12
"2004-08-25",1.24,0.268,12
"2004-08-26",NA,NA,12
"2004-08-27",NA,NA,12
"2004-08-28",NA,NA,12
"2004-08-29",NA,NA,12
"2004-08-30",NA,NA,12
"2004-08-31",1.34,0.361,12
"2004-09-01",NA,NA,12
"2004-09-02",NA,NA,12
"2004-09-03",NA,NA,12
"2004-09-04",NA,NA,12
"2004-09-05",NA,NA,12
"2004-09-06",0.876,0.38,12
"2004-09-07",NA,NA,12
"2004-09-08",NA,NA,12
"2004-09-09",NA,NA,12
"2004-09-10",NA,NA,12
"2004-09-11",NA,NA,12
"2004-09-12",1.88,0.781,12
"2004-09-13",NA,NA,12
"2004-09-14",NA,NA,12
"2004-09-15",NA,NA,12
"2004-09-16",NA,NA,12
"2004-09-17",NA,NA,12
"2004-09-18",1.37,0.288,12
"2004-09-19",NA,NA,12
"2004-09-20",NA,NA,12
"2004-09-21",NA,NA,12
"2004-09-22",NA,NA,12
"2004-09-23",NA,NA,12
"2004-09-24",1.06,0.755,12
"2004-09-25",NA,NA,12
"2004-09-26",NA,NA,12
"2004-09-27",NA,NA,12
"2004-09-28",NA,NA,12
"2004-09-29",NA,NA,12
"2004-09-30",0.882,0.48,12
"2004-10-01",NA,NA,12
"2004-10-02",NA,NA,12
"2004-10-03",NA,NA,12
"2004-10-04",NA,NA,12
"2004-10-05",NA,NA,12
"2004-10-06",1.44,0.409,12
"2004-10-07",NA,NA,12
"2004-10-08",NA,NA,12
"2004-10-09",NA,NA,12
"2004-10-10",NA,NA,12
"2004-10-11",NA,NA,12
"2004-10-12",1.88,0.501,12
"2004-10-13",NA,NA,12
"2004-10-14",NA,NA,12
"2004-10-15",NA,NA,12
"2004-10-16",NA,NA,12
"2004-10-17",NA,NA,12
"2004-10-18",1.38,0.826,12
"2004-10-19",NA,NA,12
"2004-10-20",NA,NA,12
"2004-10-21",NA,NA,12
"2004-10-22",NA,NA,12
"2004-10-23",NA,NA,12
"2004-10-24",NA,2.9,12
"2004-10-25",NA,NA,12
"2004-10-26",NA,NA,12
"2004-10-27",NA,NA,12
"2004-10-28",NA,NA,12
"2004-10-29",NA,NA,12
"2004-10-30",0.137,0.0314,12
"2004-10-31",NA,NA,12
