"Date","sulfate","nitrate","ID"
"2008-01-01",NA,NA,211
"2008-01-02",NA,NA,211
"2008-01-03",NA,NA,211
"2008-01-04",NA,NA,211
"2008-01-05",NA,NA,211
"2008-01-06",NA,NA,211
"2008-01-07",NA,NA,211
"2008-01-08",NA,NA,211
"2008-01-09",NA,NA,211
"2008-01-10",NA,NA,211
"2008-01-11",NA,NA,211
"2008-01-12",NA,NA,211
"2008-01-13",NA,NA,211
"2008-01-14",NA,NA,211
"2008-01-15",NA,NA,211
"2008-01-16",NA,NA,211
"2008-01-17",NA,NA,211
"2008-01-18",NA,NA,211
"2008-01-19",NA,NA,211
"2008-01-20",NA,NA,211
"2008-01-21",NA,NA,211
"2008-01-22",NA,NA,211
"2008-01-23",NA,NA,211
"2008-01-24",NA,NA,211
"2008-01-25",NA,NA,211
"2008-01-26",NA,NA,211
"2008-01-27",NA,NA,211
"2008-01-28",NA,NA,211
"2008-01-29",NA,NA,211
"2008-01-30",NA,NA,211
"2008-01-31",NA,NA,211
"2008-02-01",NA,NA,211
"2008-02-02",NA,NA,211
"2008-02-03",NA,NA,211
"2008-02-04",NA,NA,211
"2008-02-05",NA,NA,211
"2008-02-06",NA,NA,211
"2008-02-07",NA,NA,211
"2008-02-08",NA,NA,211
"2008-02-09",NA,NA,211
"2008-02-10",NA,NA,211
"2008-02-11",NA,NA,211
"2008-02-12",3.81,2.57,211
"2008-02-13",NA,NA,211
"2008-02-14",NA,NA,211
"2008-02-15",NA,NA,211
"2008-02-16",NA,NA,211
"2008-02-17",NA,NA,211
"2008-02-18",3.99,1.5,211
"2008-02-19",NA,NA,211
"2008-02-20",NA,NA,211
"2008-02-21",NA,NA,211
"2008-02-22",NA,NA,211
"2008-02-23",NA,NA,211
"2008-02-24",9.69,2.25,211
"2008-02-25",NA,NA,211
"2008-02-26",NA,NA,211
"2008-02-27",NA,NA,211
"2008-02-28",NA,NA,211
"2008-02-29",NA,NA,211
"2008-03-01",2.76,2.3,211
"2008-03-02",NA,NA,211
"2008-03-03",NA,NA,211
"2008-03-04",NA,NA,211
"2008-03-05",NA,NA,211
"2008-03-06",NA,NA,211
"2008-03-07",5.48,2.65,211
"2008-03-08",NA,NA,211
"2008-03-09",NA,NA,211
"2008-03-10",NA,NA,211
"2008-03-11",NA,NA,211
"2008-03-12",NA,NA,211
"2008-03-13",3.3,0.685,211
"2008-03-14",NA,NA,211
"2008-03-15",NA,NA,211
"2008-03-16",NA,NA,211
"2008-03-17",NA,NA,211
"2008-03-18",NA,NA,211
"2008-03-19",3.28,0.535,211
"2008-03-20",NA,NA,211
"2008-03-21",NA,NA,211
"2008-03-22",NA,NA,211
"2008-03-23",NA,NA,211
"2008-03-24",NA,NA,211
"2008-03-25",3.92,1.39,211
"2008-03-26",NA,NA,211
"2008-03-27",NA,NA,211
"2008-03-28",NA,NA,211
"2008-03-29",NA,NA,211
"2008-03-30",NA,NA,211
"2008-03-31",3.09,0.278,211
"2008-04-01",NA,NA,211
"2008-04-02",NA,NA,211
"2008-04-03",NA,NA,211
"2008-04-04",NA,NA,211
"2008-04-05",NA,NA,211
"2008-04-06",5.43,0.423,211
"2008-04-07",NA,NA,211
"2008-04-08",NA,NA,211
"2008-04-09",NA,NA,211
"2008-04-10",NA,NA,211
"2008-04-11",NA,NA,211
"2008-04-12",1.74,0.129,211
"2008-04-13",NA,NA,211
"2008-04-14",NA,NA,211
"2008-04-15",NA,NA,211
"2008-04-16",NA,NA,211
"2008-04-17",NA,NA,211
"2008-04-18",6.16,0.678,211
"2008-04-19",NA,NA,211
"2008-04-20",NA,NA,211
"2008-04-21",NA,NA,211
"2008-04-22",NA,NA,211
"2008-04-23",NA,NA,211
"2008-04-24",6.32,0.773,211
"2008-04-25",NA,NA,211
"2008-04-26",NA,NA,211
"2008-04-27",NA,NA,211
"2008-04-28",NA,NA,211
"2008-04-29",NA,NA,211
"2008-04-30",5.13,1.03,211
"2008-05-01",NA,NA,211
"2008-05-02",NA,NA,211
"2008-05-03",NA,NA,211
"2008-05-04",NA,NA,211
"2008-05-05",NA,NA,211
"2008-05-06",5.41,0.74,211
"2008-05-07",NA,NA,211
"2008-05-08",NA,NA,211
"2008-05-09",NA,NA,211
"2008-05-10",NA,NA,211
"2008-05-11",NA,NA,211
"2008-05-12",NA,NA,211
"2008-05-13",NA,NA,211
"2008-05-14",NA,NA,211
"2008-05-15",NA,NA,211
"2008-05-16",NA,NA,211
"2008-05-17",NA,NA,211
"2008-05-18",2.65,0.339,211
"2008-05-19",NA,NA,211
"2008-05-20",NA,NA,211
"2008-05-21",NA,NA,211
"2008-05-22",NA,NA,211
"2008-05-23",NA,NA,211
"2008-05-24",3.3,0.235,211
"2008-05-25",NA,NA,211
"2008-05-26",NA,NA,211
"2008-05-27",NA,NA,211
"2008-05-28",NA,NA,211
"2008-05-29",NA,NA,211
"2008-05-30",10.3,0.62,211
"2008-05-31",NA,NA,211
"2008-06-01",NA,NA,211
"2008-06-02",NA,NA,211
"2008-06-03",NA,NA,211
"2008-06-04",NA,NA,211
"2008-06-05",NA,NA,211
"2008-06-06",NA,NA,211
"2008-06-07",NA,NA,211
"2008-06-08",NA,NA,211
"2008-06-09",NA,NA,211
"2008-06-10",NA,NA,211
"2008-06-11",2.26,0.155,211
"2008-06-12",NA,NA,211
"2008-06-13",NA,NA,211
"2008-06-14",NA,NA,211
"2008-06-15",NA,NA,211
"2008-06-16",NA,NA,211
"2008-06-17",3.19,0.272,211
"2008-06-18",NA,NA,211
"2008-06-19",NA,NA,211
"2008-06-20",NA,NA,211
"2008-06-21",NA,NA,211
"2008-06-22",NA,NA,211
"2008-06-23",2.7,0.323,211
"2008-06-24",NA,NA,211
"2008-06-25",NA,NA,211
"2008-06-26",NA,NA,211
"2008-06-27",NA,NA,211
"2008-06-28",NA,NA,211
"2008-06-29",2.27,0.197,211
"2008-06-30",NA,NA,211
"2008-07-01",NA,NA,211
"2008-07-02",NA,NA,211
"2008-07-03",NA,NA,211
"2008-07-04",NA,NA,211
"2008-07-05",7.12,0.319,211
"2008-07-06",NA,NA,211
"2008-07-07",NA,NA,211
"2008-07-08",NA,NA,211
"2008-07-09",NA,NA,211
"2008-07-10",NA,NA,211
"2008-07-11",15.7,1.03,211
"2008-07-12",NA,NA,211
"2008-07-13",NA,NA,211
"2008-07-14",NA,NA,211
"2008-07-15",NA,NA,211
"2008-07-16",NA,NA,211
"2008-07-17",9.49,0.34,211
"2008-07-18",NA,NA,211
"2008-07-19",NA,NA,211
"2008-07-20",NA,NA,211
"2008-07-21",NA,NA,211
"2008-07-22",NA,NA,211
"2008-07-23",NA,NA,211
"2008-07-24",NA,NA,211
"2008-07-25",NA,NA,211
"2008-07-26",NA,NA,211
"2008-07-27",NA,NA,211
"2008-07-28",NA,NA,211
"2008-07-29",5.56,0.514,211
"2008-07-30",NA,NA,211
"2008-07-31",NA,NA,211
"2008-08-01",NA,NA,211
"2008-08-02",NA,NA,211
"2008-08-03",NA,NA,211
"2008-08-04",5.06,0.383,211
"2008-08-05",NA,NA,211
"2008-08-06",NA,NA,211
"2008-08-07",NA,NA,211
"2008-08-08",NA,NA,211
"2008-08-09",NA,NA,211
"2008-08-10",NA,NA,211
"2008-08-11",NA,NA,211
"2008-08-12",NA,NA,211
"2008-08-13",NA,NA,211
"2008-08-14",NA,NA,211
"2008-08-15",NA,NA,211
"2008-08-16",7.24,0.318,211
"2008-08-17",NA,NA,211
"2008-08-18",NA,NA,211
"2008-08-19",NA,NA,211
"2008-08-20",NA,NA,211
"2008-08-21",NA,NA,211
"2008-08-22",6.32,0.165,211
"2008-08-23",NA,NA,211
"2008-08-24",NA,NA,211
"2008-08-25",NA,NA,211
"2008-08-26",NA,NA,211
"2008-08-27",NA,NA,211
"2008-08-28",2.72,0.231,211
"2008-08-29",NA,NA,211
"2008-08-30",NA,NA,211
"2008-08-31",NA,NA,211
"2008-09-01",NA,NA,211
"2008-09-02",NA,NA,211
"2008-09-03",13.7,0.393,211
"2008-09-04",NA,NA,211
"2008-09-05",NA,NA,211
"2008-09-06",NA,NA,211
"2008-09-07",NA,NA,211
"2008-09-08",NA,NA,211
"2008-09-09",5.85,0.473,211
"2008-09-10",NA,NA,211
"2008-09-11",NA,NA,211
"2008-09-12",NA,NA,211
"2008-09-13",NA,NA,211
"2008-09-14",NA,NA,211
"2008-09-15",1.98,0.206,211
"2008-09-16",NA,NA,211
"2008-09-17",NA,NA,211
"2008-09-18",NA,NA,211
"2008-09-19",NA,NA,211
"2008-09-20",NA,NA,211
"2008-09-21",8.23,0.586,211
"2008-09-22",NA,NA,211
"2008-09-23",NA,NA,211
"2008-09-24",NA,NA,211
"2008-09-25",NA,NA,211
"2008-09-26",NA,NA,211
"2008-09-27",3.74,0.411,211
"2008-09-28",NA,NA,211
"2008-09-29",NA,NA,211
"2008-09-30",NA,NA,211
"2008-10-01",NA,NA,211
"2008-10-02",NA,NA,211
"2008-10-03",2.69,0.708,211
"2008-10-04",NA,NA,211
"2008-10-05",NA,NA,211
"2008-10-06",NA,NA,211
"2008-10-07",NA,NA,211
"2008-10-08",NA,NA,211
"2008-10-09",2.05,0.449,211
"2008-10-10",NA,NA,211
"2008-10-11",NA,NA,211
"2008-10-12",NA,NA,211
"2008-10-13",NA,NA,211
"2008-10-14",NA,NA,211
"2008-10-15",4.1,0.543,211
"2008-10-16",NA,NA,211
"2008-10-17",NA,NA,211
"2008-10-18",NA,NA,211
"2008-10-19",NA,NA,211
"2008-10-20",NA,NA,211
"2008-10-21",NA,NA,211
"2008-10-22",NA,NA,211
"2008-10-23",NA,NA,211
"2008-10-24",NA,NA,211
"2008-10-25",NA,NA,211
"2008-10-26",NA,NA,211
"2008-10-27",1.61,0.242,211
"2008-10-28",NA,NA,211
"2008-10-29",NA,NA,211
"2008-10-30",NA,NA,211
"2008-10-31",NA,NA,211
"2008-11-01",NA,NA,211
"2008-11-02",5.3,1.08,211
"2008-11-03",NA,NA,211
"2008-11-04",NA,NA,211
"2008-11-05",NA,NA,211
"2008-11-06",NA,NA,211
"2008-11-07",NA,NA,211
"2008-11-08",NA,NA,211
"2008-11-09",NA,NA,211
"2008-11-10",NA,NA,211
"2008-11-11",NA,NA,211
"2008-11-12",NA,NA,211
"2008-11-13",NA,NA,211
"2008-11-14",3.03,0.883,211
"2008-11-15",NA,NA,211
"2008-11-16",NA,NA,211
"2008-11-17",NA,NA,211
"2008-11-18",NA,NA,211
"2008-11-19",NA,NA,211
"2008-11-20",1.94,2.34,211
"2008-11-21",NA,NA,211
"2008-11-22",NA,NA,211
"2008-11-23",NA,NA,211
"2008-11-24",NA,NA,211
"2008-11-25",NA,NA,211
"2008-11-26",2.31,2.73,211
"2008-11-27",NA,NA,211
"2008-11-28",NA,NA,211
"2008-11-29",NA,NA,211
"2008-11-30",NA,NA,211
"2008-12-01",NA,NA,211
"2008-12-02",3.32,0.998,211
"2008-12-03",NA,NA,211
"2008-12-04",NA,NA,211
"2008-12-05",NA,NA,211
"2008-12-06",NA,NA,211
"2008-12-07",NA,NA,211
"2008-12-08",3.15,2.14,211
"2008-12-09",NA,NA,211
"2008-12-10",NA,NA,211
"2008-12-11",NA,NA,211
"2008-12-12",NA,NA,211
"2008-12-13",NA,NA,211
"2008-12-14",NA,NA,211
"2008-12-15",NA,NA,211
"2008-12-16",NA,NA,211
"2008-12-17",NA,NA,211
"2008-12-18",NA,NA,211
"2008-12-19",NA,NA,211
"2008-12-20",2.96,1.07,211
"2008-12-21",NA,NA,211
"2008-12-22",NA,NA,211
"2008-12-23",NA,NA,211
"2008-12-24",NA,NA,211
"2008-12-25",NA,NA,211
"2008-12-26",NA,NA,211
"2008-12-27",NA,NA,211
"2008-12-28",NA,NA,211
"2008-12-29",NA,NA,211
"2008-12-30",NA,NA,211
"2008-12-31",NA,NA,211
"2009-01-01",2.17,0.9,211
"2009-01-02",NA,NA,211
"2009-01-03",NA,NA,211
"2009-01-04",NA,NA,211
"2009-01-05",NA,NA,211
"2009-01-06",NA,NA,211
"2009-01-07",3.52,1.01,211
"2009-01-08",NA,NA,211
"2009-01-09",NA,NA,211
"2009-01-10",NA,NA,211
"2009-01-11",NA,NA,211
"2009-01-12",NA,NA,211
"2009-01-13",3.66,1.55,211
"2009-01-14",NA,NA,211
"2009-01-15",NA,NA,211
"2009-01-16",NA,NA,211
"2009-01-17",NA,NA,211
"2009-01-18",NA,NA,211
"2009-01-19",6.53,5.24,211
